Estuary	Parameter	Value	Metadata
GalvestonBay	Tide Volume / Day (m3.d-1)	436096618	Calculated from tide V and tides/d
GalvestonBay	Tide Ratio	0.2	Tide Height divided by Estuary Depth; a cleanup of a NOAA variable
GalvestonBay	Stratification Ratio	0.1319	Total freshwater flux per day divided by tide volume per day
GalvestonBay	Percent Freshwater (%)	2	Based on NOAA shape files of the 3 zones according to their designation
GalvestonBay	Percent Mixed Water (%)	82	Based on NOAA shape files of the 3 zones according to their designation
GalvestonBay	Percent Seawater (%)	16	Based on NOAA shape files of the 3 zones according to their designation
GalvestonBay	Average Salinity (psu)	15	Based on NOAA estimate of freshwater volume, but scaled to \;local coastal salinity\;, below
GalvestonBay	Tidal Exchange (days)	22	Exchange time as (Est_V/net fw_V per d)*((coastal_sal - avg_sal)/coastal_sal); a salinity-based estimate of exchange
GalvestonBay	Tidal Freshwater Flush (d)	15	NOAA-based calculation, using (daily tide + freshwater volume)/system volume
GalvestonBay	Daily FW/Est Area (m.d-1)	38.668	NOAA estimate of daily flow/estuary area
GalvestonBay	Daily Freshwater (m3.d-1) (Best)	56300000	NOAA estimate above or (if not available) NCPDI estimate
GalvestonBay	Flow / Estuary Area (m.d-1) (Best)	38.668	Best estimate/estuary area
GalvestonBay	Total FW Volume (1.d-1)	0.02565	Best estimate/estuary volume (= hydraulic exchange rate)
GalvestonBay	Daily Precipitation (m3.d-1)	4860000	Direct precip on system, derived from PRISM shapefile
GalvestonBay	Daily Evaporation (m3.d-1)	3640000	Direct evaporation from system, derived fromLOICZ 0.5 degree database, originally from Wilmott
GalvestonBay	Daily Precip / Est Area (mm.d-1)	3.338	Daily precipitation/estuary area
GalvestonBay	Daily Evap / Est Area (mm.d-1)	2.5	Daily evaporation/estuary area
GalvestonBay	Flow (m3.d-1)	44200000	NCPDI_1982-1991
GalvestonBay	Air Temp Mean (C)	20.5	For estuary, derived from LOICZ 0.5 degree database
GalvestonBay	Air Temp Std Dev (C)	6.2	For estuary, derived from LOICZ 0.5 degree database
GalvestonBay	Frost Days (#)	13	Number of frost days per year for estuary, derived from LOICZ 0.5 degree database
GalvestonBay	Wind Speed (m.sec-1)	6.6	Estuary windspeed derived from LOICZ 0.5 degree database, PROBABLY CRUDE, AND WE NEED WIND DIRECTION
GalvestonBay	Sea Surface Temp Mean (C)	23.5	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
GalvestonBay	Sea Surface Temp Std Dev (C)	4.7	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
GalvestonBay	Ocean Salinity Mean (psu)	34.3	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
GalvestonBay	Ocean Salinity Max (psu)	36	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
GalvestonBay	Ocean Salinity Min (psu)	30.8	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
GalvestonBay	Oceanic DIP (µM)	0.27	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
GalvestonBay	Oceanic NO3 (µM)	0.41	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
GalvestonBay	TSS (tonne.y-1)	1030000	NCPDI_1982-1991
GalvestonBay	TN (kg.y-1)	42140000	NCPDI_1982-1991
GalvestonBay	TP (kg.y-1)	4092000	NCPDI_1982-1991
GalvestonBay	TSS/Est Area (tonne.km-2.y-1)	707.4	NCPDI TSS/estuary area (see best FW estimate above)
GalvestonBay	TN/Est Area (kg.km-2.y-1)	28942.3	NCPDI TN/estuary area (see best FW estimate above)
GalvestonBay	TP/Est Area (kg.km-2.y-1)	2810.44	NCPDI TP/estuary area (see best FW estimate above)
IndianRiver	Estuary Latitude	28.11109	Centerpoint latitude for estuary (centroid Y)
IndianRiver	Estuary Longitude	-80.60166	Centerpoint longitude for estuary (centroid X)
IndianRiver	Catchment Latitude	28.06127	Centerpoint latitude for catchment (centroid Y)
IndianRiver	Catchment Longitude	-80.68131	Centerpoint longitude for catchment (centroid X)
IndianRiver	Estuary Area (km2)	866	Estuary area, calculated from NOAA shapefiles
IndianRiver	Tidal Fresh Zone Area (km2)	0	Tidal Fresh area, calculated from NOAA shapefiles
IndianRiver	Mixing Zone Area (km2)	109	Mixing Zone area, calculated from NOAA shapefiles
IndianRiver	Saltwater Zone Area (km2)	757	Salt Water area, calculated from NOAA shapefiles
IndianRiver	Tidal Fresh Blackwater	No	Refers to whether the Tidal Fresh Zone in this estuary is considered to be Blackwater
IndianRiver	Mixing Zone Blackwater	No	Refers to whether the Mixing Zone in this estuary is considered to be Blackwater
IndianRiver	Seawater Blackwater	No	Refers to whether the Seawater Zone in this estuary is considered to be Blackwater
IndianRiver	Estuary Volume (m3)	666820000	Best estimate of volume from digital bathymetric chart if available; otherwise NOAA planimetry
IndianRiver	Estuary Depth (m)	0.77	From digital bathymetric chart if available; otherwise NOAA planimetry
IndianRiver	Estuary Perimeter (km)	1383	Perimeter of estuary, based on shape file; can be used to calculate various aspect ratios
IndianRiver	Percent Estuary Open (%)	0.21	Percent of the perimeter that is the \;open\; (or oceanic) boundary; somewhat subjective
IndianRiver	Catchment Area (km2)	3093	
IndianRiver	Catchment Mean Elev. (m)	5	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
IndianRiver	Catchment Max Elev. (m)	14	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
IndianRiver	Catchment/Estuary Area Ratio	3.6	Area ratio, based on catchment and area data given above
IndianRiver	Total (km2)	2944.811	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
IndianRiver	Population (#)	471807	Based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN)
IndianRiver	Pop / Estuary Area (#.km-2)	544.8	Population based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN). Estuary area, calculated from NOAA shapefiles.
IndianRiver	Tide Height (m)	0.32	NOAA estimate of tide height, back-calculated from tide volume; in some cases guessed from nearby systems
IndianRiver	Tide Volume (m3)	277120000	Tide Height (m) x Estuary Area (km2) x 106
IndianRiver	Tides/day (#)	2	NOAA designation
IndianRiver	Tide Volume / Day (m3.d-1)	535497585	Calculated from tide V and tides/d
IndianRiver	Tide Ratio	0.42	Tide Height divided by Estuary Depth; a cleanup of a NOAA variable
IndianRiver	Stratification Ratio	0.00683	Total freshwater flux per day divided by tide volume per day
IndianRiver	Percent Freshwater (%)	0	Based on NOAA shape files of the 3 zones according to their designation
IndianRiver	Percent Mixed Water (%)	12.6	Based on NOAA shape files of the 3 zones according to their designation
IndianRiver	Percent Seawater (%)	87.4	Based on NOAA shape files of the 3 zones according to their designation
IndianRiver	Average Salinity (psu)	29	Based on NOAA estimate of freshwater volume, but scaled to \;local coastal salinity\;, below
IndianRiver	Tidal Exchange (days)	36	Exchange time as (Est_V/net fw_V per d)*((coastal_sal - avg_sal)/coastal_sal); a salinity-based estimate of exchange
IndianRiver	Tidal Freshwater Flush (d)	3	NOAA-based calculation, using (daily tide + freshwater volume)/system volume
IndianRiver	Daily FW/Est Area (m.d-1)	3.441	NOAA estimate of daily flow/estuary area
IndianRiver	Daily Freshwater (m3.d-1) (Best)	2980000	NOAA estimate above or (if not available) NCPDI estimate
IndianRiver	Flow / Estuary Area (m.d-1) (Best)	3.441	Best estimate/estuary area
IndianRiver	Total FW Volume (1.d-1)	0.00549	Best estimate/estuary volume (= hydraulic exchange rate)
IndianRiver	Daily Precipitation (m3.d-1)	3060000	Direct precip on system, derived from PRISM shapefile
IndianRiver	Daily Evaporation (m3.d-1)	2380000	Direct evaporation from system, derived fromLOICZ 0.5 degree database, originally from Wilmott
IndianRiver	Daily Precip / Est Area (mm.d-1)	3.533	Daily precipitation/estuary area
IndianRiver	Daily Evap / Est Area (mm.d-1)	2.748	Daily evaporation/estuary area
IndianRiver	Flow (m3.d-1)	1220000	NCPDI_1982-1991
IndianRiver	Air Temp Mean (C)	22.6	For estuary, derived from LOICZ 0.5 degree database
IndianRiver	Air Temp Std Dev (C)	4	For estuary, derived from LOICZ 0.5 degree database
IndianRiver	Frost Days (#)	3	Number of frost days per year for estuary, derived from LOICZ 0.5 degree database
IndianRiver	Wind Speed (m.sec-1)	6.5	Estuary windspeed derived from LOICZ 0.5 degree database, PROBABLY CRUDE, AND WE NEED WIND DIRECTION
IndianRiver	Sea Surface Temp Mean (C)	26.1	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
IndianRiver	Sea Surface Temp Std Dev (C)	2.4	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
IndianRiver	Ocean Salinity Mean (psu)	36.1	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
IndianRiver	Ocean Salinity Max (psu)	36.3	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
IndianRiver	Ocean Salinity Min (psu)	36	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
IndianRiver	Oceanic DIP (µM)	0.16	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
IndianRiver	Oceanic NO3 (µM)	0.27	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
IndianRiver	TSS (tonne.y-1)	39700	NCPDI_1982-1991
IndianRiver	TN (kg.y-1)	1610000	NCPDI_1982-1991
IndianRiver	TP (kg.y-1)	187860	NCPDI_1982-1991
IndianRiver	TSS/Est Area (tonne.km-2.y-1)	45.8	NCPDI TSS/estuary area (see best FW estimate above)
IndianRiver	TN/Est Area (kg.km-2.y-1)	1859.1	NCPDI TN/estuary area (see best FW estimate above)
IndianRiver	TP/Est Area (kg.km-2.y-1)	216.93	NCPDI TP/estuary area (see best FW estimate above)
LakeBorgne	Estuary Latitude	30.07364	Centerpoint latitude for estuary (centroid Y)
LakeBorgne	Estuary Longitude	-89.66082	Centerpoint longitude for estuary (centroid X)
LakeBorgne	Catchment Latitude	31.77545	Centerpoint latitude for catchment (centroid Y)
LakeBorgne	Catchment Longitude	-90.11149	Centerpoint longitude for catchment (centroid X)
LakeBorgne	Estuary Area (km2)	744	Estuary area, calculated from NOAA shapefiles
LakeBorgne	Tidal Fresh Zone Area (km2)	0	Tidal Fresh area, calculated from NOAA shapefiles
LakeBorgne	Mixing Zone Area (km2)	744	Mixing Zone area, calculated from NOAA shapefiles
LakeBorgne	Saltwater Zone Area (km2)	0	Salt Water area, calculated from NOAA shapefiles
LakeBorgne	Tidal Fresh Blackwater	No	Refers to whether the Tidal Fresh Zone in this estuary is considered to be Blackwater
LakeBorgne	Mixing Zone Blackwater	No	Refers to whether the Mixing Zone in this estuary is considered to be Blackwater
LakeBorgne	Seawater Blackwater	No	Refers to whether the Seawater Zone in this estuary is considered to be Blackwater
LakeBorgne	Estuary Volume (m3)	1346640000	Best estimate of volume from digital bathymetric chart if available; otherwise NOAA planimetry
LakeBorgne	Estuary Depth (m)	1.81	From digital bathymetric chart if available; otherwise NOAA planimetry
LakeBorgne	Estuary Perimeter (km)	361	Perimeter of estuary, based on shape file; can be used to calculate various aspect ratios
LakeBorgne	Percent Estuary Open (%)	2.77	Percent of the perimeter that is the \;open\; (or oceanic) boundary; somewhat subjective
LakeBorgne	Catchment Area (km2)	23214	
LakeBorgne	Catchment Mean Elev. (m)	101	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
LakeBorgne	Catchment Max Elev. (m)	197	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
LakeBorgne	Catchment/Estuary Area Ratio	31.2	Area ratio, based on catchment and area data given above
LakeBorgne	Total (km2)	22973.18998	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LakeBorgne	Population (#)	1198770	Based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN)
LakeBorgne	Pop / Estuary Area (#.km-2)	1611.3	Population based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN). Estuary area, calculated from NOAA shapefiles.
LakeBorgne	Tide Height (m)	0.35	NOAA estimate of tide height, back-calculated from tide volume; in some cases guessed from nearby systems
LakeBorgne	Tide Volume (m3)	260400000	Tide Height (m) x Estuary Area (km2) x 106
LakeBorgne	Tides/day (#)	1	NOAA designation
LakeBorgne	Tide Volume / Day (m3.d-1)	251594203	Calculated from tide V and tides/d
LakeBorgne	Tide Ratio	0.19	Tide Height divided by Estuary Depth; a cleanup of a NOAA variable
LakeBorgne	Stratification Ratio	0.12691	Total freshwater flux per day divided by tide volume per day
LakeBorgne	Percent Freshwater (%)	0	Based on NOAA shape files of the 3 zones according to their designation
LakeBorgne	Percent Mixed Water (%)	100	Based on NOAA shape files of the 3 zones according to their designation
LakeBorgne	Percent Seawater (%)	0	Based on NOAA shape files of the 3 zones according to their designation
LakeBorgne	Average Salinity (psu)	13	Based on NOAA estimate of freshwater volume, but scaled to \;local coastal salinity\;, below
LakeBorgne	Tidal Exchange (days)	25	Exchange time as (Est_V/net fw_V per d)*((coastal_sal - avg_sal)/coastal_sal); a salinity-based estimate of exchange
LakeBorgne	Tidal Freshwater Flush (d)	17	NOAA-based calculation, using (daily tide + freshwater volume)/system volume
LakeBorgne	Daily FW/Est Area (m.d-1)	41.129	NOAA estimate of daily flow/estuary area
LakeBorgne	Daily Freshwater (m3.d-1) (Best)	30600000	NOAA estimate above or (if not available) NCPDI estimate
LakeBorgne	Flow / Estuary Area (m.d-1) (Best)	41.129	Best estimate/estuary area
LakeBorgne	Total FW Volume (1.d-1)	0.02371	Best estimate/estuary volume (= hydraulic exchange rate)
LakeBorgne	Daily Precipitation (m3.d-1)	3110000	Direct precip on system, derived from PRISM shapefile
LakeBorgne	Daily Evaporation (m3.d-1)	1780000	Direct evaporation from system, derived fromLOICZ 0.5 degree database, originally from Wilmott
LakeBorgne	Daily Precip / Est Area (mm.d-1)	4.18	Daily precipitation/estuary area
LakeBorgne	Daily Evap / Est Area (mm.d-1)	2.392	Daily evaporation/estuary area
LakeBorgne	Flow (m3.d-1)	45200000	NCPDI_1982-1991
LakeBorgne	Air Temp Mean (C)	20.3	For estuary, derived from LOICZ 0.5 degree database
LakeBorgne	Air Temp Std Dev (C)	6.1	For estuary, derived from LOICZ 0.5 degree database
LakeBorgne	Frost Days (#)	16	Number of frost days per year for estuary, derived from LOICZ 0.5 degree database
LakeBorgne	Wind Speed (m.sec-1)	6.3	Estuary windspeed derived from LOICZ 0.5 degree database, PROBABLY CRUDE, AND WE NEED WIND DIRECTION
LakeBorgne	Sea Surface Temp Mean (C)	23.4	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
LakeBorgne	Sea Surface Temp Std Dev (C)	4.7	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
LakeBorgne	Ocean Salinity Mean (psu)	32.7	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
LakeBorgne	Ocean Salinity Max (psu)	35.1	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
LakeBorgne	Ocean Salinity Min (psu)	30.1	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
LakeBorgne	Oceanic DIP (µM)	0.31	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
LakeBorgne	Oceanic NO3 (µM)	1.87	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
LakeBorgne	TSS (tonne.y-1)	604000	NCPDI_1982-1991
LakeBorgne	TN (kg.y-1)	28700000	NCPDI_1982-1991
LakeBorgne	TP (kg.y-1)	2114200	NCPDI_1982-1991
LakeBorgne	TSS/Est Area (tonne.km-2.y-1)	811.8	NCPDI TSS/estuary area (see best FW estimate above)
LakeBorgne	TN/Est Area (kg.km-2.y-1)	38575.3	NCPDI TN/estuary area (see best FW estimate above)
LakeBorgne	TP/Est Area (kg.km-2.y-1)	2841.67	NCPDI TP/estuary area (see best FW estimate above)
LakePontchartrain	Estuary Latitude	30.21313	Centerpoint latitude for estuary (centroid Y)
LakePontchartrain	Estuary Longitude	-90.17234	Centerpoint longitude for estuary (centroid X)
LakePontchartrain	Catchment Latitude	30.71506	Centerpoint latitude for catchment (centroid Y)
LakePontchartrain	Catchment Longitude	-90.46400	Centerpoint longitude for catchment (centroid X)
LakePontchartrain	Estuary Area (km2)	1879	Estuary area, calculated from NOAA shapefiles
LakePontchartrain	Tidal Fresh Zone Area (km2)	242	Tidal Fresh area, calculated from NOAA shapefiles
LakePontchartrain	Mixing Zone Area (km2)	1637	Mixing Zone area, calculated from NOAA shapefiles
LakePontchartrain	Saltwater Zone Area (km2)	0	Salt Water area, calculated from NOAA shapefiles
